bank_id,bank_name,bank_logo,bank_licence,product_name,product_url,rate_min,rate_max,amount_from,amount_to,period_from,period_to,currency,efficient_rate,is_special_offer,is_online_opening_possible,is_partial_withdrawal_possible,is_replenishment_possible,action_title,action_percent,action_link,capitalization,early_termination_method,rates_min,rates_max
9183,Локо-Банк,https://cdn.banki.ru/cdn/bank/9183_modern_logo_url.png,2707,Локо-Вклад. Банки.ру,https://www.banki.ru/products/deposits/deposit/25816/,13.3,13.3,300000,30000000.0,122,122.0,RUB,13.3,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.3,13.3
9183,Локо-Банк,https://cdn.banki.ru/cdn/bank/9183_modern_logo_url.png,2707,Локо-Вклад. Банки.ру,https://www.banki.ru/products/deposits/deposit/25817/,13.5,13.5,300000,30000000.0,150,150.0,RUB,13.5,True,True,False,False,,,,нет,по ставке до востребования,13.5,13.5
9183,Локо-Банк,https://cdn.banki.ru/cdn/bank/9183_modern_logo_url.png,2707,Локо-Вклад. Банки.ру,https://www.banki.ru/products/deposits/deposit/25029/,10.25,10.25,300000,30000000.0,370,370.0,RUB,10.25,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,0.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,10.25,10.25
9183,Локо-Банк,https://cdn.banki.ru/cdn/bank/9183_modern_logo_url.png,2707,Локо-Вклад Плюс. Банки.ру,https://www.banki.ru/products/deposits/deposit/26032/,13.45,13.45,300000,30000000.0,182,182.0,RUB,13.45,True,True,False,False,,,,нет,по ставке до востребования,13.45,13.45
9183,Локо-Банк,https://cdn.banki.ru/cdn/bank/9183_modern_logo_url.png,2707,Локо-Вклад Плюс. Банки.ру,https://www.banki.ru/products/deposits/deposit/26031/,13.45,13.45,300000,30000000.0,150,150.0,RUB,13.45,True,True,False,False,,,,нет,по ставке до востребования,13.45,13.45
9183,Локо-Банк,https://cdn.banki.ru/cdn/bank/9183_modern_logo_url.png,2707,Локо-Вклад Плюс. Банки.ру,https://www.banki.ru/products/deposits/deposit/26030/,13.3,13.3,300000,30000000.0,122,122.0,RUB,13.3,True,True,False,False,,,,нет,по ставке до востребования,13.3,13.3
9183,Локо-Банк,https://cdn.banki.ru/cdn/bank/9183_modern_logo_url.png,2707,Локо-Вклад Плюс. Банки.ру,https://www.banki.ru/products/deposits/deposit/26033/,10.0,10.0,300000,30000000.0,370,370.0,RUB,10.0,True,True,False,False,,,,нет,по ставке до востребования,10.0,10.0
191928,БыстроБанк,https://cdn.banki.ru/cdn/bank/191928_modern_logo_url.svg,1745,Выгодный-Банки.Ру,https://www.banki.ru/products/deposits/deposit/26404/,13.5,13.5,150000,,121,121.0,RUB,13.5,False,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.5,13.5
191928,БыстроБанк,https://cdn.banki.ru/cdn/bank/191928_modern_logo_url.svg,1745,Выгодный-Банки.Ру,https://www.banki.ru/products/deposits/deposit/25510/,13.3,13.3,150000,,181,181.0,RUB,13.3,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,0.7,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.3,13.3
191928,БыстроБанк,https://cdn.banki.ru/cdn/bank/191928_modern_logo_url.svg,1745,Выгодный-Банки.Ру,https://www.banki.ru/products/deposits/deposit/25928/,13.5,13.5,150000,,366,366.0,RUB,13.5,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,0.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.5,13.5
191928,БыстроБанк,https://cdn.banki.ru/cdn/bank/191928_modern_logo_url.svg,1745,Выгодный-Банки.Ру,https://www.banki.ru/products/deposits/deposit/26145/,13.3,13.3,150000,,271,271.0,RUB,13.3,False,True,False,False,,,,нет,по ставке до востребования,13.3,13.3
619,Банк Жилищного Финансирования,https://cdn.banki.ru/cdn/bank/619_modern_logo_url.svg,3138,Лидер 3,https://www.banki.ru/products/deposits/deposit/25851/,13.5,13.5,30000,,91,91.0,RUB,13.5,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.4,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.5,13.5
619,Банк Жилищного Финансирования,https://cdn.banki.ru/cdn/bank/619_modern_logo_url.svg,3138,Лидер 6,https://www.banki.ru/products/deposits/deposit/25852/,13.1,13.1,30000,,181,181.0,RUB,13.1,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,0.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.1,13.1
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_181,https://www.banki.ru/products/deposits/deposit/25862/,13.6,13.6,100000,,181,181.0,RUB,13.6,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,0.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.6,13.6
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_367,https://www.banki.ru/products/deposits/deposit/25863/,13.0,13.0,100000,,367,367.0,RUB,13.0,True,True,False,False,,,,нет,на льготных условиях,13.0,13.0
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_550,https://www.banki.ru/products/deposits/deposit/25866/,12.2,12.2,100000,,550,550.0,RUB,12.2,True,True,False,False,,,,нет,на льготных условиях,12.2,12.2
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_740,https://www.banki.ru/products/deposits/deposit/25864/,11.7,11.7,100000,,740,740.0,RUB,11.7,True,True,False,False,,,,нет,на льготных условиях,11.7,11.7
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_1100,https://www.banki.ru/products/deposits/deposit/25865/,10.7,10.7,100000,,1100,1100.0,RUB,10.7,True,True,False,False,,,,нет,на льготных условиях,10.7,10.7
191203,Примсоцбанк,https://cdn.banki.ru/cdn/bank/191203_modern_logo_url.svg,2733,Спринт Маркетплейс,https://www.banki.ru/products/deposits/deposit/25234/,13.5,13.5,100000,50000000.0,91,91.0,RUB,13.5,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.4,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.5,13.5
76555,МОРСКОЙ БАНК,https://cdn.banki.ru/cdn/bank/76555_modern_logo_url.svg,77,Морской (Банки.ру),https://www.banki.ru/products/deposits/deposit/26203/,13.4,13.4,100000,5000000.0,123,123.0,RUB,13.4,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.4,13.4
76555,МОРСКОЙ БАНК,https://cdn.banki.ru/cdn/bank/76555_modern_logo_url.svg,77,Морской (Банки.ру),https://www.banki.ru/products/deposits/deposit/26075/,12.75,12.75,100000,5000000.0,310,310.0,RUB,12.75,True,True,False,False,,,,нет,по ставке до востребования,12.75,12.75
76555,МОРСКОЙ БАНК,https://cdn.banki.ru/cdn/bank/76555_modern_logo_url.svg,77,Морской (Банки.ру),https://www.banki.ru/products/deposits/deposit/26072/,11.1,11.1,100000,5000000.0,31,31.0,RUB,11.1,True,True,False,False,,,,нет,по ставке до востребования,11.1,11.1
76555,МОРСКОЙ БАНК,https://cdn.banki.ru/cdn/bank/76555_modern_logo_url.svg,77,Накопительный счет (Банки.ру),https://www.banki.ru/products/deposits/deposit/25936/,12.5,12.5,1,50000000.0,1,,RUB,12.5,False,True,True,True,,,,есть,на льготных условиях,12.5,12.5
192890,Реалист Банк,https://cdn.banki.ru/cdn/bank/192890_modern_logo_url.svg,1067,Выгодный Банки.ру,https://www.banki.ru/products/deposits/deposit/25868/,13.56,13.56,10000,,91,91.0,RUB,13.56,True,True,False,False,,,,нет,по ставке до востребования,13.56,13.56
192890,Реалист Банк,https://cdn.banki.ru/cdn/bank/192890_modern_logo_url.svg,1067,Выгодный Банки.ру,https://www.banki.ru/products/deposits/deposit/26371/,13.15,13.15,10000,,370,370.0,RUB,13.15,True,True,False,False,,,,нет,по ставке до востребования,13.15,13.15
192890,Реалист Банк,https://cdn.banki.ru/cdn/bank/192890_modern_logo_url.svg,1067,Выгодный Банки.ру,https://www.banki.ru/products/deposits/deposit/25869/,13.55,13.55,10000,,181,181.0,RUB,13.55,True,True,False,False,,,,нет,по ставке до востребования,13.55,13.55
192890,Реалист Банк,https://cdn.banki.ru/cdn/bank/192890_modern_logo_url.svg,1067,Выгодный Банки.ру,https://www.banki.ru/products/deposits/deposit/26369/,12.85,12.85,10000,,271,271.0,RUB,12.85,True,True,False,False,,,,нет,по ставке до востребования,12.85,12.85
68792,ФИНСТАР БАНК,https://cdn.banki.ru/cdn/bank/68792_modern_logo_url.svg,3245,Классический онлайн,https://www.banki.ru/products/deposits/deposit/26147/,13.35,13.35,200000,2000000.0,91,91.0,RUB,13.35,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.35,13.35
68792,ФИНСТАР БАНК,https://cdn.banki.ru/cdn/bank/68792_modern_logo_url.svg,3245,Классический онлайн,https://www.banki.ru/products/deposits/deposit/26149/,12.75,12.75,200000,2000000.0,367,367.0,RUB,12.75,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,0.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,12.75,12.75
68792,ФИНСТАР БАНК,https://cdn.banki.ru/cdn/bank/68792_modern_logo_url.svg,3245,Классический онлайн,https://www.banki.ru/products/deposits/deposit/26148/,13.35,13.35,200000,2000000.0,181,181.0,RUB,13.35,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,0.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.35,13.35
193364,КАМКОМБАНК,https://cdn.banki.ru/cdn/bank/193364_modern_logo_url.svg,438,Онлайн,https://www.banki.ru/products/deposits/deposit/25700/,13.2,13.2,100000,10000000.0,91,91.0,RUB,13.2,True,True,False,False,,,,нет,по ставке до востребования,13.2,13.2
193364,КАМКОМБАНК,https://cdn.banki.ru/cdn/bank/193364_modern_logo_url.svg,438,Онлайн,https://www.banki.ru/products/deposits/deposit/24460/,13.0,13.0,100000,10000000.0,186,186.0,RUB,13.0,True,True,False,False,,,,нет,по ставке до востребования,13.0,13.0
193364,КАМКОМБАНК,https://cdn.banki.ru/cdn/bank/193364_modern_logo_url.svg,438,Онлайн,https://www.banki.ru/products/deposits/deposit/25701/,12.6,12.6,100000,10000000.0,280,280.0,RUB,12.6,True,True,False,False,,,,нет,по ставке до востребования,12.6,12.6
193364,КАМКОМБАНК,https://cdn.banki.ru/cdn/bank/193364_modern_logo_url.svg,438,Онлайн,https://www.banki.ru/products/deposits/deposit/25702/,12.1,12.1,100000,10000000.0,367,367.0,RUB,12.1,True,True,False,False,,,,нет,по ставке до востребования,12.1,12.1
17270,Самолет Банк,https:,2846,Самолет Вклад_91,https://www.banki.ru/products/deposits/deposit/25961/,13.0,13.0,100000,10000000.0,91,91.0,RUB,13.0,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.0,13.0
17270,Самолет Банк,https:,2846,Самолет Вклад_183,https://www.banki.ru/products/deposits/deposit/25962/,13.05,13.05,100000,10000000.0,183,183.0,RUB,13.05,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,0.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.05,13.05
17270,Самолет Банк,https:,2846,Самолет Вклад_367,https://www.banki.ru/products/deposits/deposit/25963/,13.1,13.1,100000,10000000.0,367,367.0,RUB,13.1,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,0.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,13.1,13.1
17270,Самолет Банк,https:,2846,Самолет Вклад_546,https://www.banki.ru/products/deposits/deposit/25964/,12.75,12.75,100000,10000000.0,546,546.0,RUB,12.75,True,True,False,False,,,,нет,по ставке до востребования,12.75,12.75
17270,Самолет Банк,https:,2846,Самолет Вклад_730,https://www.banki.ru/products/deposits/deposit/25965/,12.5,12.5,100000,10000000.0,730,730.0,RUB,12.5,True,True,False,False,,,,нет,по ставке до востребования,12.5,12.5
17270,Самолет Банк,https:,2846,Целепорт Плюс,https://www.banki.ru/products/deposits/deposit/26069/,10.5,10.5,400000,5000000.0,546,546.0,RUB,10.5,False,True,False,True,,,,нет,на льготных условиях,10.5,10.5
193292,Норвик Банк,https://cdn.banki.ru/cdn/bank/193292_modern_logo_url.svg,902,Быстрый доход,https://www.banki.ru/products/deposits/deposit/25050/,13.0,13.0,100000,50000000.0,93,93.0,RUB,13.0,True,True,False,False,,,,нет,по ставке до востребования,13.0,13.0
193292,Норвик Банк,https://cdn.banki.ru/cdn/bank/193292_modern_logo_url.svg,902,Быстрый доход ,https://www.banki.ru/products/deposits/deposit/26041/,13.0,13.0,100000,50000000.0,61,61.0,RUB,13.0,True,True,False,False,,,,нет,по ставке до востребования,13.0,13.0
193292,Норвик Банк,https://cdn.banki.ru/cdn/bank/193292_modern_logo_url.svg,902,Быстрый доход,https://www.banki.ru/products/deposits/deposit/25616/,12.0,12.0,100000,50000000.0,182,182.0,RUB,12.0,True,True,False,False,,,,нет,по ставке до востребования,12.0,12.0
37473,СДМ-Банк,https://cdn.banki.ru/cdn/bank/37473_modern_logo_url.svg,1637,Новое знакомство,https://www.banki.ru/products/deposits/deposit/25752/,12.75,12.75,300000,,91,91.0,RUB,12.75,True,True,False,False,,,,нет,на льготных условиях,12.75,12.75
37473,СДМ-Банк,https://cdn.banki.ru/cdn/bank/37473_modern_logo_url.svg,1637,Новое знакомство,https://www.banki.ru/products/deposits/deposit/25492/,12.8,12.8,300000,1499999.0,181,181.0,RUB,12.8,True,True,False,False,,,,нет,на льготных условиях,12.8,12.8
37473,СДМ-Банк,https://cdn.banki.ru/cdn/bank/37473_modern_logo_url.svg,1637,Новое знакомство,https://www.banki.ru/products/deposits/deposit/25508/,12.8,12.8,3000000,,181,181.0,RUB,12.8,True,True,False,False,,,,нет,на льготных условиях,12.8,12.8
37473,СДМ-Банк,https://cdn.banki.ru/cdn/bank/37473_modern_logo_url.svg,1637,Новое знакомство,https://www.banki.ru/products/deposits/deposit/25754/,12.75,12.75,3000000,,91,91.0,RUB,12.75,True,True,False,False,,,,нет,на льготных условиях,12.75,12.75
37473,СДМ-Банк,https://cdn.banki.ru/cdn/bank/37473_modern_logo_url.svg,1637,Новое знакомство,https://www.banki.ru/products/deposits/deposit/25491/,12.8,12.8,1500000,2999999.0,181,181.0,RUB,12.8,True,True,False,False,,,,нет,на льготных условиях,12.8,12.8
37473,СДМ-Банк,https://cdn.banki.ru/cdn/bank/37473_modern_logo_url.svg,1637,Новое знакомство,https://www.banki.ru/products/deposits/deposit/25753/,12.75,12.75,1500000,2999999.0,91,91.0,RUB,12.75,True,True,False,False,,,,нет,на льготных условиях,12.75,12.75
37473,СДМ-Банк,https://cdn.banki.ru/cdn/bank/37473_modern_logo_url.svg,1637,Новое знакомство,https://www.banki.ru/products/deposits/deposit/25489/,11.8,11.8,300000,,367,367.0,RUB,11.8,True,True,False,False,,,,нет,на льготных условиях,11.8,11.8
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Вклад в Победу,https://www.banki.ru/products/deposits/deposit/26420/,14.3,14.3,50000,10000000.0,181,181.0,RUB,14.3,False,True,False,False,,,,нет,по ставке до востребования,13.9,14.3
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Сильная ставка,https://www.banki.ru/products/deposits/deposit/22446/,14.2,14.2,3000000,10000000.0,181,181.0,RUB,14.2,False,True,False,False,,,,нет,по ставке до востребования,11.5,14.2
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Про запас,https://www.banki.ru/products/deposits/deposit/21428/,13.0,13.0,1,5000000.0,30,61.0,RUB,13.0,False,True,True,True,,,,по выбору клиента,на льготных условиях,5.0,13.0
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Сильная ставка ,https://www.banki.ru/products/deposits/deposit/26422/,14.2,14.2,3000000,10000000.0,181,181.0,RUB,14.2,False,True,False,False,,,,нет,по ставке до востребования,11.5,14.2
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Мой доход,https://www.banki.ru/products/deposits/deposit/18837/,13.6,13.6,50000,,181,181.0,RUB,13.6,False,True,False,True,,,,нет,на льготных условиях,11.2,13.6
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Народный вклад,https://www.banki.ru/products/deposits/deposit/25167/,30.0,30.0,10000,50000.0,32,32.0,RUB,30.0,False,True,False,False,,,,нет,по ставке до востребования,20.0,30.0
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Стабильный доход,https://www.banki.ru/products/deposits/deposit/25413/,13.0,13.0,3000000,,181,181.0,RUB,13.0,False,True,False,False,,,,нет,по ставке до востребования,10.3,13.0
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Моя копилка,https://www.banki.ru/products/deposits/deposit/10780/,11.2,11.2,50000,20000000.0,181,181.0,RUB,11.46,False,True,False,True,,,,по выбору клиента,по ставке до востребования,11.02,11.46
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Мои возможности,https://www.banki.ru/products/deposits/deposit/3520/,10.7,10.7,50000,20000000.0,181,181.0,RUB,10.94,False,True,True,True,,,,по выбору клиента,по ставке до востребования,9.93,10.94
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Хранитель (на минимальный остаток),https://www.banki.ru/products/deposits/deposit/25878/,10.5,10.5,1,,30,,RUB,10.5,False,True,True,True,,,,по выбору клиента,на льготных условиях,10.5,10.5
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Хранитель (на ежедневный остаток),https://www.banki.ru/products/deposits/deposit/25879/,9.5,9.5,1,,30,,RUB,9.5,False,True,True,True,,,,по выбору клиента,на льготных условиях,9.5,9.5
5306,ПСБ,https://cdn.banki.ru/cdn/card-designs/psb_2_73117a2d9b.svg,3251,Акцент на процент,https://www.banki.ru/products/deposits/deposit/21427/,5.0,5.0,1,,30,,RUB,5.0,False,True,True,True,,,,по выбору клиента,на льготных условиях,5.0,5.0
11518,Банк ТКБ,https://cdn.banki.ru/cdn/bank/11518_modern_logo_url.svg,2210,ТКБ. Потенциальный доход_91,https://www.banki.ru/products/deposits/deposit/24809/,12.45,12.45,100000,3000000.0,91,91.0,RUB,12.45,True,True,False,False,,,,нет,по ставке до востребования,12.45,12.45
11518,Банк ТКБ,https://cdn.banki.ru/cdn/bank/11518_modern_logo_url.svg,2210,ТКБ. Потенциальный доход_181,https://www.banki.ru/products/deposits/deposit/24774/,11.9,11.9,100000,3000000.0,181,181.0,RUB,11.9,True,True,False,False,,,,нет,по ставке до востребования,11.9,11.9
11518,Банк ТКБ,https://cdn.banki.ru/cdn/bank/11518_modern_logo_url.svg,2210,ТКБ. Потенциальный доход_367,https://www.banki.ru/products/deposits/deposit/24810/,10.85,10.85,100000,3000000.0,367,367.0,RUB,10.85,True,True,False,False,,,,нет,по ставке до востребования,10.85,10.85
193407,Энерготрансбанк,https:,1307,Доход плюс Банки.ру,https://www.banki.ru/products/deposits/deposit/25953/,12.0,12.0,50000,,60,60.0,RUB,12.0,True,True,False,False,,,,нет,по ставке до востребования,12.0,12.0
193407,Энерготрансбанк,https:,1307,Доход плюс Банки.ру,https://www.banki.ru/products/deposits/deposit/25236/,12.7,12.7,50000,,91,91.0,RUB,12.7,True,True,False,False,,,,нет,по ставке до востребования,12.7,12.7
2764,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_modern_logo_url.svg,354,В плюсе,https://www.banki.ru/products/deposits/deposit/24638/,13.6,13.6,50000,,150,150.0,RUB,13.6,True,True,False,False,,,,нет,по ставке до востребования,11.25,13.6
2764,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_modern_logo_url.svg,354,Новые деньги,https://www.banki.ru/products/deposits/deposit/24560/,13.6,13.6,50000,10000000.0,150,150.0,RUB,13.6,True,True,False,False,,,,нет,по ставке до востребования,11.25,13.6
2764,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_modern_logo_url.svg,354,Доходный (на минимальный остаток),https://www.banki.ru/products/deposits/deposit/26331/,14.0,14.0,1,10000000.0,1,61.0,RUB,14.0,False,True,True,True,,,,по выбору клиента,на льготных условиях,12.75,14.0
2764,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_modern_logo_url.svg,354,Доходный (на ежедневный остаток) ,https://www.banki.ru/products/deposits/deposit/26332/,13.0,13.0,1,10000000.0,1,61.0,RUB,13.0,False,True,True,True,,,,по выбору клиента,на льготных условиях,11.75,13.0
2764,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_modern_logo_url.svg,354,Копить,https://www.banki.ru/products/deposits/deposit/22483/,11.8,11.8,300000,,181,181.0,RUB,11.8,False,True,False,False,,,,нет,по ставке до востребования,10.5,11.8
2764,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_modern_logo_url.svg,354,Ключевой момент,https://www.banki.ru/products/deposits/deposit/26060/,16.0,16.0,100000,15000000.0,1095,1095.0,RUB,16.0,False,True,False,False,,,,нет,по ставке до востребования,16.0,16.0
2764,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_modern_logo_url.svg,354,Ключевой момент,https://www.banki.ru/products/deposits/deposit/26059/,15.0,15.0,100000,15000000.0,731,731.0,RUB,15.0,False,True,False,False,,,,нет,по ставке до востребования,15.0,15.0
2764,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_modern_logo_url.svg,354,Ключевой момент,https://www.banki.ru/products/deposits/deposit/25682/,14.3,14.3,100000,15000000.0,548,548.0,RUB,14.3,False,True,False,False,,,,нет,по ставке до востребования,14.3,14.3
2764,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_modern_logo_url.svg,354,Ключевой момент ,https://www.banki.ru/products/deposits/deposit/26056/,13.6,13.6,100000,15000000.0,213,213.0,RUB,13.6,False,True,False,False,,,,нет,по ставке до востребования,13.6,13.6
