area_name,count,id,is_city,is_regional_center,kladr_code,name,parent_id,region_url
Красноярский край,484,657,True,True,2400000100000,Красноярск,656,krasnoyarsk
Курганская область,208,527,True,True,4500000100000,Курган,525,kurgan
Курская область,307,152,True,True,4600000100000,Курск,151,kursk
Липецкая область,276,158,True,True,4800000100000,Липецк,156,lipetssk
Луганская Народная Республика,2289,14493,True,True,9400600000000,Луганск,14488,lugansk
Челябинская область,230,581,True,False,7400000900000,Магнитогорск,579,chelyabinskaya_oblast~/magnitogorsk
Донецкая Народная Республика,1657,14500,True,False,9300000200000,Макеевка,14489,donetsskaya_narodnaya_respublika/makeevka
Донецкая Народная Республика,1377,14496,True,False,9300000100000,Мариуполь,14489,donetsskaya_narodnaya_respublika/mariupol~
Республика Дагестан,298,791,True,True,0500000100000,Махачкала,788,mahachkala
Запорожская область,971,14505,True,True,9000000200000,Мелитополь,14490,melitopol~
Москва и область,6920,4,True,True,7700000000000,Москва,3,moskva
Мурманская область,189,252,True,True,5100000100000,Мурманск,251,murmansk
Республика Татарстан,230,480,True,False,1600000200000,Набережные Челны,478,respublika_tatarstan/naberezhnyie_chelnyi
Кабардино-Балкарская Республика,235,799,True,True,0700000100000,Нальчик,797,nal~chik
Нижегородская область,936,396,True,True,5200100000000,Нижний Новгород,395,nizhniy_novgorod
Кемеровская область,242,641,True,False,4200001200000,Новокузнецк,639,kemerovskaya_oblast~/novokuznetssk
Новосибирская область,1007,677,True,True,5400000100000,Новосибирск,672,novosibirsk
Омская область,652,680,True,True,5500000100000,Омск,678,omsk
Орловская область,418,163,True,True,5700000100000,Орел,161,orel
Оренбургская область,470,419,True,True,5600000100000,Оренбург,418,orenburg
Пензенская область,404,431,True,True,5800000100000,Пенза,427,penza
Пермский край,423,433,True,True,5900000100000,Пермь,432,perm~
Луганская Народная Республика,393,14544,True,False,9400800000000,Петровское (го Красный Луч),14488,luganskaya_narodnaya_respublika/petrovskoe_(go_krasnyiy_luch)
Республика Карелия,242,270,True,True,1000000100000,Петрозаводск,269,petrozavodsk
Камчатский край,188,729,True,True,4100000100000,Петропавловск-Камчатский,726,petropavlovsk-kamchatskiy
Луганская Народная Республика,341,14545,True,False,9400000200000,Ровеньки,14488,luganskaya_narodnaya_respublika/roven~ki
Ростовская область,643,345,True,True,6100000100000,Ростов-на-Дону,344,rostov-na-donu
Рязанская область,619,169,True,True,6200000100000,Рязань,164,ryazan~
Самарская область,773,489,True,True,6300000100000,Самара,488,samara
Санкт-Петербург и область,2804,211,True,True,7800000000000,Санкт-Петербург,210,sankt-peterburg
Республика Мордовия,299,476,True,True,1300000100000,Саранск,473,saransk
Саратовская область,530,498,True,True,6400000100000,Саратов,497,saratov
Луганская Народная Республика,455,14551,True,False,9400100000000,Свердловск,14488,luganskaya_narodnaya_respublika/sverdlovsk
Севастополь,228,9378,True,True,9200000000000,Севастополь,13117,sevastopol~
Луганская Народная Республика,224,14753,True,False,9400000400000,Северодонецк,14488,luganskaya_narodnaya_respublika/severodonetssk
Смоленская область,192,176,True,True,6700000300000,Смоленск,170,smolensk
Донецкая Народная Республика,400,14514,True,False,9300001300000,Снежное,14489,donetsskaya_narodnaya_respublika/snezhnoe
Краснодарский край,306,320,True,False,2300000700000,Сочи,318,krasnodarskiy_kray/sochi
Ставропольский край,330,813,True,True,2600000100000,Ставрополь,812,stavropol~
Луганская Народная Республика,231,14569,True,False,9401400100000,Старобельск,14488,luganskaya_narodnaya_respublika/starobel~sk
Луганская Народная Республика,400,14553,True,False,9401700000000,Стаханов,14488,luganskaya_narodnaya_respublika/stahanov
Республика Коми,199,278,True,True,1100000100000,Сыктывкар,277,syiktyivkar
Тамбовская область,250,184,True,True,6800000400000,Тамбов,179,tambov
Тверская область,262,191,True,True,6900000100000,Тверь,185,tver~
Самарская область,478,490,True,False,6300000700000,Тольятти,488,samarskaya_oblast~/tol~yatti
Томская область,405,695,True,True,7000000100000,Томск,694,tomsk
Донецкая Народная Республика,400,14515,True,False,9300001000000,Торез,14489,donetsskaya_narodnaya_respublika/torez
Тульская область,385,194,True,True,7100000100000,Тула,193,tula
Тюменская область,386,561,True,True,7200000100000,Тюмень,560,tyumen~
Республика Бурятия,229,688,True,True,0300000100000,Улан-Удэ,681,ulan-udje
Ульяновская область,286,514,True,True,7300000100000,Ульяновск,513,ul~yanovsk
Республика Башкортостан,649,459,True,True,0200000100000,Уфа,458,ufa
Хабаровский край,311,780,True,True,2700000100000,Хабаровск,779,habarovsk
Донецкая Народная Республика,736,14516,True,False,9300900000000,Харцызск,14489,donetsskaya_narodnaya_respublika/hartssyizsk
Чувашская Республика,320,517,True,True,2100000100000,Чебоксары,516,cheboksaryi
Челябинская область,807,580,True,True,7400000100000,Челябинск,579,chelyabinsk
Забайкальский край,269,707,True,True,7500000100000,Чита,699,chita
Донецкая Народная Республика,344,14556,True,False,9301200300000,Шахтерск,14489,donetsskaya_narodnaya_respublika/shahtersk
Республика Саха (Якутия),203,769,True,True,1400000100000,Якутск,763,yakutsk
Ярославская область,682,200,True,True,7600000100000,Ярославль,199,yaroslavl~
