area_name,count,id,is_city,is_regional_center,kladr_code,name,parent_id,region_url
Донецкая Народная Республика,31,14496,True,False,9300000100000,Мариуполь,14489,donetsskaya_narodnaya_respublika/mariupol~
Республика Дагестан,41,791,True,True,0500000100000,Махачкала,788,mahachkala
Москва и область,1842,4,True,True,7700000000000,Москва,3,moskva
Мурманская область,33,252,True,True,5100000100000,Мурманск,251,murmansk
Москва и область,39,67,True,False,5000004400000,Мытищи,3,moskva_i_oblast~/myitisschi
Республика Татарстан,75,480,True,False,1600000200000,Набережные Челны,478,respublika_tatarstan/naberezhnyie_chelnyi
Ханты-Мансийский автономный округ,31,567,True,False,8600001100000,Нижневартовск,564,hantyi-mansiyskiy_avtonomnyiy_okrug/nizhnevartovsk
Республика Татарстан,32,483,True,False,1603100100000,Нижнекамск,478,respublika_tatarstan/nizhnekamsk
Нижегородская область,185,396,True,True,5200100000000,Нижний Новгород,395,nizhniy_novgorod
Свердловская область,42,534,True,False,6600002300000,Нижний Тагил,531,sverdlovskaya_oblast~/nizhniy_tagil
Кемеровская область,76,641,True,False,4200001200000,Новокузнецк,639,kemerovskaya_oblast~/novokuznetssk
Краснодарский край,47,321,True,False,2300000600000,Новороссийск,318,krasnodarskiy_kray/novorossiysk
Новосибирская область,249,677,True,True,5400000100000,Новосибирск,672,novosibirsk
Москва и область,55,68,True,False,5004200000000,Одинцово,3,moskva_i_oblast~/odintssovo
Омская область,173,680,True,True,5500000100000,Омск,678,omsk
Орловская область,50,163,True,True,5700000100000,Орел,161,orel
Оренбургская область,94,419,True,True,5600000100000,Оренбург,418,orenburg
Пензенская область,84,431,True,True,5800000100000,Пенза,427,penza
Пермский край,151,433,True,True,5900000100000,Пермь,432,perm~
Республика Карелия,36,270,True,True,1000000100000,Петрозаводск,269,petrozavodsk
Москва и область,41,16,True,False,5000002400000,Подольск,3,moskva_i_oblast~/podol~sk
Москва и область,32,66,True,False,5005000000000,Пушкино,3,moskva_i_oblast~/pusshkino
Ставропольский край,32,818,True,False,2600000700000,Пятигорск,812,stavropol~skiy_kray/pyatigorsk
Ростовская область,163,345,True,True,6100000100000,Ростов-на-Дону,344,rostov-na-donu
Рязанская область,82,169,True,True,6200000100000,Рязань,164,ryazan~
Самарская область,181,489,True,True,6300000100000,Самара,488,samara
Санкт-Петербург и область,772,211,True,True,7800000000000,Санкт-Петербург,210,sankt-peterburg
Республика Мордовия,41,476,True,True,1300000100000,Саранск,473,saransk
Саратовская область,119,498,True,True,6400000100000,Саратов,497,saratov
Севастополь,52,9378,True,True,9200000000000,Севастополь,13117,sevastopol~
Москва и область,32,18,True,False,5004100000000,Сергиев Посад,3,moskva_i_oblast~/sergiev_posad
Республика Крым,66,9362,True,True,9100000700000,Симферополь,9361,simferopol~
Смоленская область,40,176,True,True,6700000300000,Смоленск,170,smolensk
Краснодарский край,91,320,True,False,2300000700000,Сочи,318,krasnodarskiy_kray/sochi
Ставропольский край,68,813,True,True,2600000100000,Ставрополь,812,stavropol~
Белгородская область,31,93,True,False,3100000200000,Старый Оскол,91,belgorodskaya_oblast~/staryiy_oskol
Ханты-Мансийский автономный округ,53,566,True,False,8600001000000,Сургут,564,hantyi-mansiyskiy_avtonomnyiy_okrug/surgut
Республика Коми,43,278,True,True,1100000100000,Сыктывкар,277,syiktyivkar
Ростовская область,41,347,True,False,6100001100000,Таганрог,344,rostovskaya_oblast~/taganrog
Тамбовская область,36,184,True,True,6800000400000,Тамбов,179,tambov
Тверская область,57,191,True,True,6900000100000,Тверь,185,tver~
Самарская область,101,490,True,False,6300000700000,Тольятти,488,samarskaya_oblast~/tol~yatti
Томская область,75,695,True,True,7000000100000,Томск,694,tomsk
Тульская область,63,194,True,True,7100000100000,Тула,193,tula
Тюменская область,120,561,True,True,7200000100000,Тюмень,560,tyumen~
Республика Бурятия,69,688,True,True,0300000100000,Улан-Удэ,681,ulan-udje
Ульяновская область,73,514,True,True,7300000100000,Ульяновск,513,ul~yanovsk
Республика Башкортостан,168,459,True,True,0200000100000,Уфа,458,ufa
Хабаровский край,98,780,True,True,2700000100000,Хабаровск,779,habarovsk
Москва и область,43,77,True,False,5000003000000,Химки,3,moskva_i_oblast~/himki
Чувашская Республика,59,517,True,True,2100000100000,Чебоксары,516,cheboksaryi
Челябинская область,221,580,True,True,7400000100000,Челябинск,579,chelyabinsk
Вологодская область,41,241,True,False,3500000200000,Череповец,239,vologodskaya_oblast~/cherepovetss
Забайкальский край,53,707,True,True,7500000100000,Чита,699,chita
Сахалинская область,36,778,True,True,6500000100000,Южно-Сахалинск,770,yuzhno-sahalinsk
Республика Саха (Якутия),44,769,True,True,1400000100000,Якутск,763,yakutsk
Ярославская область,82,200,True,True,7600000100000,Ярославль,199,yaroslavl~
